ticket_id,customer_id,subject,body,created_at,closed_at,status,priority,category,subcategory,system,channel
TKT-10369,EMP-395,Server Overheat reported on Core Banking (T24),Investment voice lot shoulder go source traditional student office international effort she.,2023-11-06 05:13:06,,Pending,Medium,Hardware,Server Overheat,Core Banking (T24),Phone
TKT-10370,EMP-239,MFA Failure reported on Mobile Banking App,Exist theory impact country remember smile official.,2023-12-20 10:36:37,2023-12-20 20:48:16.002974,Closed,Medium,Access,MFA Failure,Mobile Banking App,Phone
TKT-10371,EMP-107,Packet Loss reported on Core Banking (T24),According pressure reach firm gun choice prepare effect talk interest hand every.,2023-02-15 18:14:31,2023-02-16 05:01:17.763418,Closed,High,Network,Packet Loss,Core Banking (T24),Service Portal
TKT-10372,EMP-576,Data Sync Error reported on Internet Banking Portal,Sense including six lot have never effect fill general relationship save.,2023-09-22 07:42:17,2023-09-22 20:38:15.417162,Closed,Medium,Software,Data Sync Error,Internet Banking Portal,Email
TKT-10373,EMP-564,Permission Denied reported on ATM Switch,Security land record class Democrat hundred full.,2023-11-29 01:10:03,2023-11-29 02:06:29.752258,Closed,Medium,Access,Permission Denied,ATM Switch,Service Portal
TKT-10374,EMP-692,Memory Leak reported on Email Server (Exchange),Recent religious claim who accept before certainly unit itself ask develop bag also.,2023-08-02 19:44:32,2023-08-06 20:30:18.861695,Closed,Low,Hardware,Memory Leak,Email Server (Exchange),Automated Alert
TKT-10375,EMP-978,Data Sync Error reported on Internet Banking Portal,Pass minute represent our watch star policy keep cut prevent sound.,2023-05-30 06:10:40,2023-05-30 08:18:55.972668,Closed,High,Software,Data Sync Error,Internet Banking Portal,Service Portal
TKT-10376,EMP-709,MFA Failure reported on Mobile Banking App,Almost outside middle discuss college already dream a.,2023-11-29 18:26:36,,Open,Low,Access,MFA Failure,Mobile Banking App,Phone
TKT-10377,EMP-453,Disk Failure reported on ATM Switch,You sister good house only military say.,2023-03-03 03:29:29,2023-03-04 01:13:46.375750,Closed,Low,Hardware,Disk Failure,ATM Switch,Automated Alert
TKT-10378,EMP-585,Packet Loss reported on Mobile Banking App,Near risk next on girl spring difficult.,2023-01-27 15:33:30,2023-01-28 14:32:53.830090,Closed,Medium,Network,Packet Loss,Mobile Banking App,Automated Alert
TKT-10379,EMP-964,Firewall Block reported on Treasury System,Upon offer end imagine blood authority family water sort what then.,2023-03-17 13:06:22,2023-03-17 14:10:35.104811,Closed,Critical,Network,Firewall Block,Treasury System,Service Portal
TKT-10380,EMP-420,Switch Port Error reported on ATM Switch,Economic kind help low during fund simply race to television loss election him.,2023-11-12 19:04:57,2023-11-13 11:29:50.601635,Closed,Medium,Hardware,Switch Port Error,ATM Switch,Email
TKT-10381,EMP-734,App Crash reported on Internet Banking Portal,Quality discover firm western might act strategy eat.,2023-11-03 06:48:24,2023-11-03 07:21:45.286862,Closed,Critical,Software,App Crash,Internet Banking Portal,Email
TKT-10382,EMP-213,Switch Port Error reported on Mobile Banking App,Purpose start away use live government thus especially water raise travel.,2023-02-06 02:54:38,2023-02-08 04:42:43.411203,Closed,Low,Hardware,Switch Port Error,Mobile Banking App,Service Portal
TKT-10383,EMP-895,Firewall Block reported on Email Server (Exchange),Dog drug enter director strong student green single.,2023-07-13 19:00:39,2023-07-15 06:24:59.247350,Closed,Low,Network,Firewall Block,Email Server (Exchange),Phone
TKT-10384,EMP-247,Switch Port Error reported on Internet Banking Portal,Put professional pass share must amount lot.,2023-02-16 13:20:54,2023-02-17 17:46:31.979972,Closed,Medium,Hardware,Switch Port Error,Internet Banking Portal,Service Portal
TKT-10385,EMP-768,VPN Drop reported on Internet Banking Portal,Manage world to than make worker trouble exactly develop office.,2023-08-30 01:02:24,2023-08-30 03:19:25.078644,Closed,Critical,Network,VPN Drop,Internet Banking Portal,Service Portal
TKT-10386,EMP-899,MFA Failure reported on Core Banking (T24),Son long must maybe hour rather company with recently least ready activity.,2023-01-22 00:41:51,2023-01-24 19:56:00.704627,Closed,Low,Access,MFA Failure,Core Banking (T24),Email
TKT-10387,EMP-762,Switch Port Error reported on Email Server (Exchange),Ok foot party employee nature down likely party hand material.,2023-03-23 20:21:16,2023-03-24 00:39:28.656330,Closed,Medium,Hardware,Switch Port Error,Email Server (Exchange),Service Portal
TKT-10388,EMP-209,Account Locked reported on Core Banking (T24),Red head take evidence conference capital office direction between establish dog.,2023-03-23 18:18:17,2023-03-26 20:29:48.691248,Closed,Low,Access,Account Locked,Core Banking (T24),Phone
TKT-10389,EMP-758,Password Reset reported on ATM Switch,Cultural son school list act instead care throw piece move.,2023-06-17 20:34:14,2023-06-18 04:42:29.730026,Closed,Medium,Access,Password Reset,ATM Switch,Email
TKT-10390,EMP-635,App Crash reported on Treasury System,Feel no nothing huge real art sport live picture last free guess.,2023-05-03 14:47:28,2023-05-03 15:46:07.678545,Closed,Medium,Software,App Crash,Treasury System,Phone
TKT-10391,EMP-233,Switch Port Error reported on HR Portal,Use election after building test white current office power company sister great pull.,2023-08-06 14:50:27,2023-08-06 16:27:46.888481,Closed,Medium,Hardware,Switch Port Error,HR Portal,Phone
TKT-10392,EMP-164,Permission Denied reported on ATM Switch,Threat high expert place certain cold space front piece occur support.,2023-07-09 07:46:15,2023-07-09 21:34:43.853456,Closed,Medium,Access,Permission Denied,ATM Switch,Email
TKT-10393,EMP-223,VPN Drop reported on Core Banking (T24),Class direction first fact environment popular even.,2023-01-28 16:58:30,2023-01-28 21:36:52.161313,Closed,High,Network,VPN Drop,Core Banking (T24),Automated Alert
TKT-10394,EMP-283,Packet Loss reported on Internet Banking Portal,Security minute late cold take by doctor edge season see.,2023-12-15 04:41:18,,Open,High,Network,Packet Loss,Internet Banking Portal,Automated Alert
TKT-10395,EMP-521,Data Sync Error reported on Internet Banking Portal,However believe view list approach side model you.,2023-03-23 18:40:06,2023-03-26 02:57:28.061678,Closed,Low,Software,Data Sync Error,Internet Banking Portal,Email
TKT-10396,EMP-197,Data Sync Error reported on Email Server (Exchange),Peace base use hope director scene kitchen call money.,2023-02-10 08:40:58,2023-02-10 10:17:37.629324,Closed,High,Software,Data Sync Error,Email Server (Exchange),Phone
TKT-10397,EMP-155,Packet Loss reported on Mobile Banking App,Along ground trip ten level that.,2023-03-08 06:10:54,2023-03-11 09:38:49.653259,Closed,Low,Network,Packet Loss,Mobile Banking App,Email
TKT-10398,EMP-340,API Timeout reported on Mobile Banking App,Know wide recently computer our piece player nor model police finally girl music.,2023-04-16 19:05:11,2023-04-17 02:56:54.009013,Closed,Medium,Software,API Timeout,Mobile Banking App,Phone
TKT-10399,EMP-699,Account Locked reported on Core Banking (T24),Kind hand employee field a spring summer.,2023-11-09 12:25:12,2023-11-09 16:05:25.344620,Closed,High,Access,Account Locked,Core Banking (T24),Automated Alert
TKT-10400,EMP-213,VPN Drop reported on Core Banking (T24),Light across two water local across involve fall discuss.,2023-05-14 13:14:23,2023-05-15 08:07:51.383963,Resolved,Medium,Network,VPN Drop,Core Banking (T24),Service Portal
TKT-10401,EMP-335,App Crash reported on Mobile Banking App,Health in night house clear say hope her enjoy instead dream share travel.,2023-01-03 19:16:35,2023-01-03 21:33:14.118264,Closed,High,Software,App Crash,Mobile Banking App,Automated Alert
TKT-10402,EMP-527,Switch Port Error reported on Mobile Banking App,Possible mother especially could attention carry book lay laugh.,2023-11-28 09:29:29,,Pending,Low,Hardware,Switch Port Error,Mobile Banking App,Automated Alert
TKT-10403,EMP-671,Login Failure reported on Mobile Banking App,Man fly charge wide against win example by just account bed address describe.,2023-09-30 00:52:40,2023-09-30 16:23:29.812204,Closed,Medium,Software,Login Failure,Mobile Banking App,Service Portal
TKT-10404,EMP-684,Data Sync Error reported on Mobile Banking App,Size marriage he recent all bag seek certainly entire.,2023-06-13 04:56:56,2023-06-14 07:38:42.280657,Closed,Low,Software,Data Sync Error,Mobile Banking App,Phone
TKT-10405,EMP-133,Unhandled Exception reported on Internet Banking Portal,Myself consider time economic high actually.,2023-06-02 09:38:09,2023-06-02 10:09:48.111840,Closed,High,Software,Unhandled Exception,Internet Banking Portal,Service Portal
TKT-10406,EMP-474,Login Failure reported on ATM Switch,His window east yes current same behind program decade.,2023-10-26 07:38:11,2023-10-26 10:26:20.621922,Closed,Medium,Software,Login Failure,ATM Switch,Service Portal
TKT-10407,EMP-796,MFA Failure reported on Mobile Banking App,View city rock seat near business loss federal growth.,2023-06-01 02:53:19,2023-06-02 17:10:45.669720,Closed,Low,Access,MFA Failure,Mobile Banking App,Email
TKT-10408,EMP-809,Password Reset reported on Core Banking (T24),Wind door its address some once how during.,2023-01-21 05:29:26,2023-01-21 06:16:12.145705,Closed,Critical,Access,Password Reset,Core Banking (T24),Email
TKT-10409,EMP-400,Permission Denied reported on HR Portal,Situation little other he become citizen before peace us young personal art popular.,2023-01-17 07:24:23,2023-01-17 22:50:59.562952,Closed,Medium,Access,Permission Denied,HR Portal,Automated Alert
TKT-10410,EMP-632,Packet Loss reported on Mobile Banking App,Social call discussion word small series south just cover ready group care.,2023-09-30 08:51:07,2023-09-30 22:27:09.122307,Closed,Medium,Network,Packet Loss,Mobile Banking App,Automated Alert
TKT-10411,EMP-480,Firewall Block reported on Core Banking (T24),Religious next my majority note myself food life test out team civil.,2023-11-05 20:00:53,,Open,High,Network,Firewall Block,Core Banking (T24),Automated Alert
TKT-10412,EMP-265,Data Sync Error reported on Mobile Banking App,Last standard must law simply media safe.,2023-07-26 06:33:34,2023-07-26 21:23:22.557946,Closed,Low,Software,Data Sync Error,Mobile Banking App,Service Portal
TKT-10413,EMP-266,Account Locked reported on Core Banking (T24),People hair per fly as whose.,2023-12-09 21:31:34,2023-12-10 08:49:50.648571,Closed,Low,Access,Account Locked,Core Banking (T24),Automated Alert
TKT-10414,EMP-585,App Crash reported on ATM Switch,Couple raise she child executive important focus benefit probably analysis.,2023-11-15 02:05:48,2023-11-15 02:37:24.477722,Resolved,Critical,Software,App Crash,ATM Switch,Automated Alert
TKT-10415,EMP-434,API Timeout reported on Internet Banking Portal,Them dark magazine better number student price moment.,2023-02-20 09:35:01,2023-02-22 11:53:20.360172,Closed,Medium,Software,API Timeout,Internet Banking Portal,Phone
TKT-10416,EMP-719,Account Locked reported on Internet Banking Portal,Eight hand paper audience us decade man threat bag song art newspaper voice.,2023-09-30 08:43:13,2023-10-01 11:35:22.395905,Closed,Low,Access,Account Locked,Internet Banking Portal,Automated Alert
TKT-10417,EMP-189,MFA Failure reported on ATM Switch,Some around pay more same strong back democratic mind big.,2023-06-11 12:57:53,2023-06-11 18:44:35.258826,Closed,High,Access,MFA Failure,ATM Switch,Service Portal
TKT-10418,EMP-988,Password Reset reported on HR Portal,History cover prevent now way next newspaper second short office purpose reflect.,2023-03-31 17:14:37,2023-04-03 10:59:53.825085,Closed,Low,Access,Password Reset,HR Portal,Email
TKT-10419,EMP-240,Password Reset reported on Mobile Banking App,Coach Congress husband front citizen your kitchen.,2023-06-15 20:37:38,2023-06-15 23:05:51.915770,Closed,High,Access,Password Reset,Mobile Banking App,Service Portal
TKT-10420,EMP-527,Server Overheat reported on Internet Banking Portal,Nearly you suddenly include plan step food drive nation heart.,2023-05-17 19:53:54,2023-05-17 23:41:12.154467,Closed,Critical,Hardware,Server Overheat,Internet Banking Portal,Service Portal
TKT-10421,EMP-802,Memory Leak reported on Core Banking (T24),Growth laugh where a alone expect administration career three.,2023-08-02 16:35:47,2023-08-02 20:10:28.028503,Closed,Medium,Hardware,Memory Leak,Core Banking (T24),Phone
TKT-10422,EMP-469,Firewall Block reported on Mobile Banking App,Worker Democrat fire sign wall state try memory number.,2023-01-03 13:13:33,2023-01-03 16:14:17.932547,Closed,Critical,Network,Firewall Block,Mobile Banking App,Email
TKT-10423,EMP-198,App Crash reported on Core Banking (T24),Behind leave choose enter threat economic eight.,2023-08-10 23:48:30,2023-08-12 10:43:26.699919,Closed,Low,Software,App Crash,Core Banking (T24),Service Portal
TKT-10424,EMP-292,Switch Port Error reported on Internet Banking Portal,Now notice design baby foot lot major.,2023-04-27 15:01:17,2023-04-27 17:53:44.344964,Closed,Medium,Hardware,Switch Port Error,Internet Banking Portal,Automated Alert
TKT-10425,EMP-242,VPN Drop reported on Internet Banking Portal,Standard believe politics also space high sister two free they its us building.,2023-12-16 03:30:42,2023-12-18 02:47:47.939143,Closed,High,Network,VPN Drop,Internet Banking Portal,Service Portal
TKT-10426,EMP-180,Switch Port Error reported on Core Banking (T24),Section support up plant place approach modern floor.,2023-10-27 04:33:20,2023-10-27 18:37:22.701012,Closed,High,Hardware,Switch Port Error,Core Banking (T24),Automated Alert
TKT-10427,EMP-872,Login Failure reported on Internet Banking Portal,Force recently check purpose young wife send.,2023-08-08 09:22:11,2023-08-11 17:12:39.240632,Closed,Low,Software,Login Failure,Internet Banking Portal,Service Portal
TKT-10428,EMP-899,Server Overheat reported on Internet Banking Portal,Bed it skill challenge from live seat nature energy huge its recently.,2023-08-12 09:45:49,2023-08-15 07:05:51.906741,Closed,Low,Hardware,Server Overheat,Internet Banking Portal,Phone
TKT-10429,EMP-319,Data Sync Error reported on Mobile Banking App,Nice maintain present cultural pattern save east author since food under become.,2023-11-15 02:16:17,,Open,High,Software,Data Sync Error,Mobile Banking App,Email
TKT-10430,EMP-226,Firewall Block reported on Mobile Banking App,Interest give fly order agency fight write pattern wrong kind certainly.,2023-09-18 21:08:27,2023-09-20 21:20:43.205527,Closed,Medium,Network,Firewall Block,Mobile Banking App,Email
TKT-10431,EMP-961,Account Locked reported on Mobile Banking App,Current health serious table both approach we unit.,2023-01-18 10:17:20,2023-01-19 05:29:12.750754,Closed,Medium,Access,Account Locked,Mobile Banking App,Email
